Client,Bush,Well,Work,Timestamp,ДавЛевНас,ДавПравНас,ДавВыход,РасходЛевНас,РасходПравНас,РасходВыход,ТемпРецирк,ДавРецирк,ОбъемВыход,РасходВоды,Плотность
Геолог,12,34,тести,16.12.2024, 12:21:36,468.71,352.75,45.98,349.76,0.00,9.57,386.36,223.53,373.41,72.34,0.00
Геолог,12,34,тести,16.12.2024, 12:21:36,500.00,0.00,0.00,378.82,0.00,216.33,284.82,0.00,115.74,35.96,362.41
Геолог,12,34,тести,16.12.2024, 12:21:36,500.00,0.00,0.00,378.82,0.00,216.33,284.82,0.00,115.74,35.96,362.41
Геолог,12,34,тести,16.12.2024, 12:21:36,500.00,23.78,131.13,0.00,387.68,500.00,228.66,0.00,317.51,500.00,500.00
Геолог,12,34,тести,16.12.2024, 12:21:36,500.00,23.78,131.13,0.00,387.68,500.00,228.66,0.00,317.51,500.00,500.00
Геолог,12,34,тести,16.12.2024, 12:21:36,296.73,436.43,0.00,265.64,346.95,500.00,500.00,407.83,375.91,500.00,115.53
Геолог,12,34,тести,16.12.2024, 12:21:36,296.73,436.43,0.00,265.64,346.95,500.00,500.00,407.83,375.91,500.00,115.53
Геолог,12,34,тести,16.12.2024, 12:21:37,296.73,436.43,0.00,265.64,346.95,500.00,500.00,407.83,375.91,500.00,115.53
Геолог,12,34,тести,16.12.2024, 12:21:37,500.00,61.01,87.49,27.16,314.86,53.86,500.00,500.00,380.88,120.53,0.00
Геолог,12,34,тести,16.12.2024, 12:21:37,500.00,61.01,87.49,27.16,314.86,53.86,500.00,500.00,380.88,120.53,0.00
Геолог,12,34,тести,16.12.2024, 12:21:37,500.00,61.01,87.49,27.16,314.86,53.86,500.00,500.00,380.88,120.53,0.00
Геолог,12,34,тести,16.12.2024, 12:21:37,500.00,420.06,126.98,0.00,484.97,500.00,500.00,220.69,0.00,0.00,0.00
Геолог,12,34,тести,16.12.2024, 12:21:37,500.00,420.06,126.98,0.00,484.97,500.00,500.00,220.69,0.00,0.00,0.00
Геолог,12,34,тести,16.12.2024, 12:21:37,230.07,137.15,73.82,335.24,304.57,500.00,23.45,0.00,30.84,499.64,124.82
Геолог,12,34,тести,16.12.2024, 12:21:37,0.00,500.00,500.00,0.00,292.93,0.00,0.00,500.00,500.00,0.00,500.00
Геолог,12,34,тести,16.12.2024, 12:21:37,0.00,500.00,500.00,0.00,292.93,0.00,0.00,500.00,500.00,0.00,371.63
Геолог,12,34,тести,16.12.2024, 12:21:37,165.34,500.00,500.00,38.01,0.00,0.00,0.00,500.00,500.00,0.00,371.63
Геолог,12,34,тести,16.12.2024, 12:21:37,165.34,500.00,500.00,38.01,0.00,0.00,0.00,500.00,500.00,0.00,371.63
Геолог,12,34,тести,16.12.2024, 12:21:38,305.09,500.00,87.09,0.00,48.39,355.55,0.00,500.00,500.00,242.40,0.00
Геолог,12,34,тести,16.12.2024, 12:21:38,305.09,500.00,87.09,0.00,48.39,355.55,0.00,500.00,500.00,242.40,0.00
Геолог,12,34,тести,16.12.2024, 12:21:38,305.09,500.00,87.09,0.00,48.39,355.55,0.00,500.00,500.00,242.40,0.00
Геолог,12,34,тести,16.12.2024, 12:21:38,432.10,269.14,0.00,306.08,0.00,52.55,84.36,500.00,314.74,500.00,0.00
Геолог,12,34,тести,16.12.2024, 12:21:38,432.10,269.14,0.00,306.08,0.00,52.55,84.36,500.00,314.74,500.00,0.00
Геолог,12,34,тести,16.12.2024, 12:21:38,278.89,182.61,0.00,0.00,0.00,0.00,397.58,110.92,500.00,118.86,0.00
Геолог,12,34,тести,16.12.2024, 12:21:38,278.89,182.61,0.00,0.00,0.00,0.00,397.58,110.92,500.00,118.86,0.00
Геолог,12,34,тести,16.12.2024, 12:21:38,324.12,416.04,500.00,396.70,116.44,0.00,0.00,403.14,10.54,51.97,240.16
Геолог,12,34,тести,16.12.2024, 12:21:38,337.89,223.13,117.35,500.00,24.12,216.55,0.00,0.00,307.30,206.13,0.00
Геолог,12,34,тести,16.12.2024, 12:21:38,337.89,223.13,117.35,500.00,24.12,216.55,0.00,0.00,307.30,206.13,0.00
Геолог,12,34,тести,16.12.2024, 12:21:38,468.50,100.94,413.68,500.00,394.69,92.47,254.46,0.00,418.07,0.00,0.00
Геолог,12,34,тести,16.12.2024, 12:21:39,468.50,100.94,413.68,500.00,394.69,92.47,254.46,0.00,418.07,0.00,0.00
Геолог,12,34,тести,16.12.2024, 12:21:39,269.06,500.00,254.29,500.00,1.80,307.46,0.00,0.00,500.00,0.00,0.00
Геолог,12,34,тести,16.12.2024, 12:21:39,269.06,500.00,254.29,500.00,1.80,307.46,0.00,0.00,500.00,0.00,0.00
Геолог,12,34,тести,16.12.2024, 12:21:39,269.06,500.00,254.29,500.00,1.80,307.46,0.00,0.00,500.00,0.00,0.00
Геолог,12,34,тести,16.12.2024, 12:21:39,500.00,194.79,207.00,500.00,333.83,0.00,0.00,397.56,500.00,0.00,212.14
Геолог,12,34,тести,16.12.2024, 12:21:39,464.70,411.02,0.00,233.38,0.00,390.71,0.00,500.00,461.06,253.95,237.22
Геолог,12,34,тести,16.12.2024, 12:21:39,464.70,411.02,0.00,233.38,0.00,390.71,0.00,500.00,461.06,253.95,237.22
Геолог,12,34,тести,16.12.2024, 12:21:39,0.00,148.12,499.38,478.98,500.00,500.00,0.00,500.00,500.00,315.36,0.00
Геолог,12,34,тести,16.12.2024, 12:21:39,0.00,0.00,500.00,456.36,114.70,500.00,0.00,500.00,48.02,0.00,0.00
Геолог,12,34,тести,16.12.2024, 12:21:39,0.00,0.00,500.00,456.36,114.70,500.00,0.00,500.00,48.02,0.00,0.00
Геолог,12,34,тести,16.12.2024, 12:21:40,0.00,0.00,500.00,500.00,500.00,500.00,0.00,500.00,271.09,20.03,0.00
Геолог,12,34,тести,16.12.2024, 12:21:40,0.00,0.00,500.00,500.00,500.00,500.00,0.00,500.00,271.09,20.03,0.00
Геолог,12,34,тести,16.12.2024, 12:21:40,9.61,0.00,75.93,500.00,486.09,500.00,161.70,476.68,243.27,0.00,1.34
Геолог,12,34,тести,16.12.2024, 12:21:40,9.61,0.00,75.93,500.00,486.09,500.00,161.70,476.68,243.27,0.00,1.34
Геолог,12,34,тести,16.12.2024, 12:21:40,0.00,385.81,235.23,125.47,124.07,500.00,233.66,500.00,0.00,428.63,389.91
Геолог,12,34,тести,16.12.2024, 12:21:40,0.00,385.81,186.57,409.67,0.00,65.08,396.15,132.14,0.00,500.00,181.16
Геолог,12,34,тести,16.12.2024, 12:21:40,0.00,0.00,186.57,409.67,0.00,65.08,396.15,132.14,0.00,500.00,181.16
Геолог,12,34,тести,16.12.2024, 12:21:40,345.48,0.00,304.94,500.00,0.00,24.50,500.00,479.97,238.41,240.53,500.00
Геолог,12,34,тести,16.12.2024, 12:21:40,142.68,0.00,500.00,500.00,129.97,468.31,500.00,427.02,192.26,471.13,500.00
Геолог,12,34,тести,16.12.2024, 12:21:40,190.59,0.00,500.00,500.00,350.01,500.00,362.60,500.00,500.00,410.06,500.00
Геолог,12,34,тести,16.12.2024, 12:21:40,190.59,0.00,500.00,500.00,350.01,500.00,362.60,500.00,500.00,410.06,500.00
Геолог,12,34,тести,16.12.2024, 12:21:41,271.31,170.99,88.91,385.57,127.38,500.00,444.72,343.78,500.00,500.00,500.00
Геолог,12,34,тести,16.12.2024, 12:21:41,177.17,0.00,171.31,0.00,449.55,500.00,42.95,432.98,500.00,392.45,500.00
Геолог,12,34,тести,16.12.2024, 12:21:41,177.17,0.00,171.31,0.00,449.55,500.00,42.95,432.98,500.00,392.45,500.00
Геолог,12,34,тести,16.12.2024, 12:21:41,0.00,156.93,19.64,0.00,36.90,500.00,126.23,153.20,433.12,66.83,328.25
Геолог,12,34,тести,16.12.2024, 12:21:41,0.00,156.93,19.64,0.00,36.90,500.00,126.23,153.20,433.12,66.83,328.25
Геолог,12,34,тести,16.12.2024, 12:21:41,424.93,500.00,0.00,0.00,0.00,229.82,0.00,87.81,500.00,366.11,247.92
Геолог,12,34,тести,16.12.2024, 12:21:41,6.18,174.01,63.33,0.00,492.15,450.21,0.00,500.00,35.23,76.00,0.00
Геолог,12,34,тести,16.12.2024, 12:21:41,6.18,174.01,63.33,0.00,492.15,450.21,0.00,500.00,35.23,76.00,0.00
Геолог,12,34,тести,16.12.2024, 12:21:41,500.00,500.00,198.91,167.76,301.84,500.00,0.00,500.00,354.70,204.56,318.81
Геолог,12,34,тести,16.12.2024, 12:21:41,500.00,208.32,500.00,493.65,8.22,500.00,0.00,500.00,500.00,500.00,273.76
Геолог,12,34,тести,16.12.2024, 12:21:41,500.00,208.32,500.00,493.65,8.22,500.00,0.00,500.00,500.00,500.00,273.76
Геолог,12,34,тести,16.12.2024, 12:21:42,174.66,4.83,500.00,224.24,333.21,449.24,76.87,500.00,464.86,500.00,0.00
Геолог,12,34,тести,16.12.2024, 12:21:42,0.00,0.00,80.67,0.00,0.00,500.00,256.24,24.25,427.19,500.00,67.89
Геолог,12,34,тести,16.12.2024, 12:21:42,0.00,0.00,80.67,0.00,0.00,500.00,256.24,24.25,427.19,500.00,67.89
Геолог,12,34,тести,16.12.2024, 12:21:42,257.86,468.31,148.60,206.06,112.42,380.66,500.00,0.00,426.00,500.00,0.00
Геолог,12,34,тести,16.12.2024, 12:21:42,0.00,500.00,0.00,500.00,295.87,500.00,223.41,73.11,23.55,70.33,92.52
Геолог,12,34,тести,16.12.2024, 12:21:42,0.00,500.00,0.00,500.00,295.87,500.00,223.41,73.11,23.55,70.33,92.52
Геолог,12,34,тести,16.12.2024, 12:21:42,316.21,500.00,446.23,198.58,500.00,167.36,500.00,500.00,379.17,500.00,186.62
Геолог,12,34,тести,16.12.2024, 12:21:42,500.00,105.14,500.00,343.23,500.00,500.00,500.00,500.00,322.86,500.00,0.00
Геолог,1,23,тест,16.12.2024, 12:27:43,133.04,500.00,500.00,489.79,393.67,0.00,0.00,0.00,151.86,500.00,437.39
Геолог,1,23,тест,16.12.2024, 12:27:43,7.65,253.11,173.16,474.13,208.68,95.83,0.00,139.94,19.97,500.00,0.00
Геолог,1,23,тест,16.12.2024, 12:27:43,7.65,253.11,173.16,474.13,208.68,95.83,0.00,139.94,19.97,500.00,0.00
Геолог,1,23,тест,16.12.2024, 12:27:43,7.65,253.11,173.16,474.13,208.68,95.83,0.00,139.94,19.97,500.00,0.00
Геолог,1,23,тест,16.12.2024, 12:27:43,0.00,192.00,339.69,63.14,298.11,488.95,224.67,0.00,0.00,500.00,233.54
Геолог,1,23,тест,16.12.2024, 12:27:43,0.00,192.00,339.69,63.14,298.11,488.95,224.67,0.00,0.00,500.00,233.54
Геолог,1,23,тест,16.12.2024, 12:27:43,0.00,192.00,339.69,63.14,298.11,488.95,224.67,0.00,0.00,500.00,233.54
Геолог,1,23,тест,16.12.2024, 12:27:43,130.72,0.00,192.65,466.54,201.75,402.47,94.63,0.00,249.36,297.42,0.00
Геолог,1,23,тест,16.12.2024, 12:27:43,130.72,0.00,192.65,466.54,201.75,402.47,94.63,0.00,249.36,297.42,0.00
Геолог,1,23,тест,16.12.2024, 12:27:44,240.94,0.00,500.00,500.00,0.00,500.00,296.04,184.95,500.00,500.00,137.45
Геолог,1,23,тест,16.12.2024, 12:27:44,240.94,0.00,500.00,500.00,0.00,500.00,296.04,184.95,500.00,500.00,137.45
Геолог,1,23,тест,16.12.2024, 12:27:44,147.20,500.00,156.26,399.67,398.37,0.00,484.20,424.37,0.00,149.13,500.00
Геолог,1,23,тест,16.12.2024, 12:27:44,0.00,340.91,410.21,399.67,398.37,0.00,484.20,424.37,0.00,149.13,500.00
Геолог,1,23,тест,16.12.2024, 12:27:44,0.00,500.00,450.66,500.00,500.00,201.58,500.00,500.00,232.08,146.22,185.25
Геолог,1,23,тест,16.12.2024, 12:27:44,0.00,500.00,450.66,500.00,500.00,201.58,500.00,500.00,232.08,146.22,185.25
Геолог,1,23,тест,16.12.2024, 12:27:44,0.00,500.00,450.66,500.00,500.00,201.58,500.00,500.00,232.08,146.22,185.25
Геолог,1,23,тест,16.12.2024, 12:27:44,0.00,49.53,500.00,500.00,27.55,221.72,500.00,500.00,352.89,0.00,0.00
Геолог,1,23,тест,16.12.2024, 12:27:44,0.00,49.53,500.00,500.00,27.55,221.72,500.00,500.00,352.89,0.00,0.00
Геолог,1,23,тест,16.12.2024, 12:27:44,0.00,49.53,500.00,500.00,27.55,221.72,500.00,500.00,352.89,0.00,0.00
Геолог,1,23,тест,16.12.2024, 12:27:44,0.00,0.00,500.00,500.00,0.00,0.00,500.00,130.43,244.47,0.00,370.29
Геолог,1,23,тест,16.12.2024, 12:27:44,0.00,0.00,500.00,500.00,0.00,0.00,500.00,130.43,244.47,0.00,370.29
Геолог,1,23,тест,16.12.2024, 12:27:45,98.26,491.28,500.00,3.88,0.00,278.27,281.75,0.00,251.53,54.54,500.00
Геолог,1,23,тест,16.12.2024, 12:27:45,500.00,198.50,500.00,0.00,41.00,500.00,0.00,4.14,0.00,82.54,93.92
Геолог,1,23,тест,16.12.2024, 12:27:45,500.00,198.50,500.00,0.00,41.00,500.00,0.00,258.43,0.00,0.00,0.00
Геолог,1,23,тест,16.12.2024, 12:27:45,500.00,306.26,500.00,281.28,0.00,500.00,0.00,258.43,0.00,0.00,0.00
Геолог,1,23,тест,16.12.2024, 12:27:45,500.00,306.26,500.00,281.28,0.00,500.00,0.00,258.43,0.00,0.00,0.00
Геолог,1,23,тест,16.12.2024, 12:27:45,500.00,0.00,177.59,500.00,488.90,359.68,444.33,500.00,39.13,0.00,268.79
Геолог,1,23,тест,16.12.2024, 12:27:45,500.00,0.00,177.59,500.00,488.90,359.68,444.33,500.00,39.13,0.00,268.79
Геолог,1,23,тест,16.12.2024, 12:27:45,500.00,0.00,177.59,500.00,488.90,359.68,444.33,500.00,39.13,0.00,268.79
Геолог,1,23,тест,16.12.2024, 12:27:45,500.00,0.00,459.99,500.00,500.00,500.00,138.50,500.00,446.79,432.27,410.42
Геолог,1,23,тест,16.12.2024, 12:27:45,500.00,0.00,459.99,500.00,500.00,500.00,138.50,500.00,446.79,432.27,410.42
Геолог,1,23,тест,16.12.2024, 12:27:46,500.00,3.85,500.00,500.00,300.20,500.00,500.00,500.00,500.00,299.52,500.00
Геолог,1,23,тест,16.12.2024, 12:27:46,500.00,3.85,500.00,500.00,300.20,500.00,500.00,500.00,500.00,299.52,500.00
Геолог,1,23,тест,16.12.2024, 12:27:46,94.52,330.87,415.07,500.00,433.91,0.00,257.48,413.20,472.64,419.44,96.62
Геолог,1,23,тест,16.12.2024, 12:27:46,94.52,500.00,500.00,500.00,274.42,0.00,11.31,317.62,500.00,75.71,500.00
Геолог,1,23,тест,16.12.2024, 12:27:46,157.74,500.00,500.00,500.00,274.42,0.00,11.31,317.62,500.00,75.71,500.00
Геолог,1,23,тест,16.12.2024, 12:27:46,0.00,500.00,500.00,473.80,388.97,0.00,327.75,201.41,500.00,132.57,369.52
Геолог,1,23,тест,16.12.2024, 12:27:46,0.00,500.00,500.00,473.80,388.97,0.00,327.75,201.41,500.00,132.57,369.52
Геолог,1,23,тест,16.12.2024, 12:27:46,190.57,500.00,500.00,500.00,500.00,0.00,500.00,147.76,258.91,0.00,500.00
Геолог,1,23,тест,16.12.2024, 12:27:46,190.57,500.00,500.00,500.00,500.00,0.00,500.00,147.76,258.91,0.00,500.00
Геолог,1,23,тест,16.12.2024, 12:27:46,190.57,500.00,500.00,500.00,500.00,0.00,500.00,147.76,258.91,0.00,500.00
Геолог,1,23,тест,16.12.2024, 12:27:47,311.11,500.00,184.60,500.00,500.00,219.15,429.85,0.00,0.00,0.00,485.05
Геолог,1,23,тест,16.12.2024, 12:27:47,311.11,500.00,184.60,500.00,500.00,148.40,80.94,0.00,453.50,42.95,351.45
Геолог,1,23,тест,16.12.2024, 12:27:47,500.00,500.00,10.19,500.00,500.00,148.40,80.94,0.00,453.50,42.95,351.45
Геолог,1,23,тест,16.12.2024, 12:27:47,0.00,475.05,433.54,323.27,500.00,16.89,120.03,0.00,478.89,500.00,500.00
Геолог,1,23,тест,16.12.2024, 12:27:47,81.40,500.00,443.44,500.00,500.00,0.00,73.03,371.50,500.00,500.00,300.75
Геолог,1,23,тест,16.12.2024, 12:27:47,81.40,500.00,443.44,500.00,500.00,0.00,73.03,371.50,500.00,500.00,300.75
Геолог,1,23,тест,16.12.2024, 12:27:47,0.00,441.82,96.15,500.00,122.69,0.00,0.00,319.71,167.51,500.00,0.00
Геолог,1,23,тест,16.12.2024, 12:27:47,0.00,500.00,500.00,456.40,60.47,0.00,0.00,39.48,0.00,500.00,295.55
Геолог,1,23,тест,16.12.2024, 12:27:47,0.00,500.00,500.00,456.40,60.47,0.00,0.00,39.48,0.00,500.00,295.55
Геолог,1,23,тест,16.12.2024, 12:27:47,0.00,500.00,500.00,456.40,60.47,0.00,0.00,39.48,0.00,500.00,295.55
Геолог,1,23,тест,16.12.2024, 12:27:48,276.33,500.00,500.00,495.17,437.59,0.00,343.94,133.39,71.37,12.94,500.00
Геолог,1,23,тест,16.12.2024, 12:27:48,276.33,500.00,500.00,500.00,24.42,0.00,0.00,486.41,112.53,108.32,41.95
Геолог,1,23,тест,16.12.2024, 12:27:48,0.00,500.00,339.15,500.00,24.42,0.00,0.00,486.41,112.53,108.32,41.95
Геолог,1,23,тест,16.12.2024, 12:27:48,329.57,500.00,59.67,500.00,0.00,162.71,448.68,340.69,0.00,0.00,0.00
Геолог,1,23,тест,16.12.2024, 12:27:48,0.00,161.95,313.91,500.00,0.00,0.00,104.80,53.26,98.52,0.00,0.00
Геолог,1,23,тест,16.12.2024, 12:27:48,0.00,500.00,500.00,500.00,232.58,384.35,0.00,70.25,344.15,354.19,119.01
Геолог,1,23,тест,16.12.2024, 12:27:48,0.00,500.00,500.00,500.00,232.58,384.35,0.00,70.25,344.15,354.19,119.01
Геолог,1,23,тест,16.12.2024, 12:27:48,444.43,500.00,432.52,95.57,500.00,49.04,0.00,0.00,0.00,500.00,500.00
Геолог,1,23,тест,16.12.2024, 12:27:48,444.51,500.00,87.38,0.00,500.00,266.47,134.84,147.31,0.00,76.05,109.28
Геолог,1,23,тест,16.12.2024, 12:27:48,444.51,500.00,87.38,0.00,500.00,266.47,134.84,147.31,0.00,76.05,109.28
Геолог,1,23,тест,16.12.2024, 12:27:49,500.00,357.34,34.50,0.00,500.00,0.00,0.00,493.24,212.05,35.16,0.00
Геолог,1,23,тест,16.12.2024, 12:27:49,500.00,357.34,34.50,0.00,188.27,0.00,0.00,500.00,0.00,0.00,171.33
Геолог,1,23,тест,16.12.2024, 12:27:49,500.00,0.00,0.00,338.38,188.27,0.00,0.00,500.00,0.00,0.00,171.33
Геолог,1,23,тест,16.12.2024, 12:27:49,500.00,0.00,188.08,0.00,0.00,0.00,309.28,0.36,0.00,126.62,67.01
Геолог,1,23,тест,16.12.2024, 12:27:49,500.00,0.00,188.08,0.00,0.00,0.00,309.28,0.36,0.00,126.62,67.01
Геолог,1,23,тест,16.12.2024, 12:27:49,0.00,428.18,0.00,365.01,89.50,0.00,0.00,500.00,0.00,500.00,0.00
Геолог,1,23,тест,16.12.2024, 12:27:49,0.00,500.00,401.32,500.00,0.00,0.00,165.18,500.00,0.00,500.00,0.00
Геолог,1,23,тест,16.12.2024, 12:27:49,0.00,500.00,401.32,500.00,0.00,0.00,165.18,500.00,0.00,500.00,0.00
Геолог,1,23,тест,16.12.2024, 12:27:49,0.00,500.00,500.00,73.72,288.65,0.00,332.08,493.81,0.00,449.32,307.45
Геолог,1,23,тест,16.12.2024, 12:27:49,0.00,500.00,500.00,73.72,288.65,0.00,332.08,493.81,0.00,449.32,307.45
Геолог,1,23,тест,16.12.2024, 12:27:49,0.00,142.01,500.00,24.28,20.99,203.96,426.72,500.00,470.08,361.17,500.00
Геолог,1,23,тест,16.12.2024, 12:27:49,302.47,0.00,500.00,0.00,459.28,500.00,500.00,500.00,140.65,104.49,500.00
Геолог,1,23,тест,16.12.2024, 12:27:50,302.47,0.00,500.00,0.00,459.28,500.00,500.00,500.00,140.65,104.49,500.00
Геолог,1,23,тест,16.12.2024, 12:27:50,500.00,0.00,63.07,445.47,40.64,129.83,500.00,500.00,44.74,221.96,500.00
Геолог,1,23,тест,16.12.2024, 12:27:50,500.00,0.00,63.07,445.47,40.64,0.00,395.95,500.00,364.25,500.00,500.00
Геолог,1,23,тест,16.12.2024, 12:27:50,172.03,0.00,0.00,469.51,0.00,0.00,395.95,500.00,364.25,500.00,500.00
Геолог,1,23,тест,16.12.2024, 12:27:50,274.03,0.00,313.52,140.71,409.35,0.00,489.05,0.00,459.63,0.00,162.40
Геолог,1,23,тест,16.12.2024, 12:27:50,241.85,362.31,500.00,0.00,186.91,0.00,87.53,0.00,324.50,0.00,72.79
Геолог,1,23,тест,16.12.2024, 12:27:50,241.85,362.31,500.00,0.00,186.91,0.00,87.53,0.00,324.50,0.00,72.79
Геолог,1,23,тест,16.12.2024, 12:27:50,500.00,500.00,116.24,246.10,500.00,0.00,271.42,0.00,500.00,77.14,500.00
Геолог,1,23,тест,16.12.2024, 12:27:50,253.87,500.00,500.00,29.35,500.00,0.00,0.00,0.00,213.03,500.00,500.00
Геолог,1,23,тест,16.12.2024, 12:27:50,253.87,500.00,500.00,29.35,500.00,0.00,0.00,0.00,213.03,500.00,500.00
Геолог,1,23,тест,16.12.2024, 12:27:51,174.92,500.00,500.00,264.74,386.81,0.00,429.08,31.54,0.00,500.00,500.00
Геолог,1,23,тест,16.12.2024, 12:27:51,224.65,500.00,35.33,32.46,21.75,389.72,500.00,174.93,74.10,285.88,500.00
Геолог,1,23,тест,16.12.2024, 12:27:51,500.00,500.00,0.00,0.00,213.55,488.73,500.00,328.09,500.00,63.40,500.00
Геолог,1,23,тест,16.12.2024, 12:27:51,500.00,500.00,0.00,0.00,213.55,488.73,500.00,328.09,500.00,63.40,500.00
Геолог,1,23,тест,16.12.2024, 12:27:51,500.00,480.45,0.00,0.00,0.00,103.13,54.40,500.00,361.17,133.58,403.79
Геолог,1,23,тест,16.12.2024, 12:27:51,428.37,363.82,500.00,29.07,416.63,221.42,500.00,312.77,400.92,500.00,211.54
Геолог,1,23,тест,16.12.2024, 12:27:51,320.85,304.79,500.00,0.00,500.00,473.23,247.29,76.15,500.00,472.05,0.00
Геолог,1,23,тест,16.12.2024, 12:27:51,500.00,0.00,185.43,0.00,500.00,500.00,292.01,325.00,249.21,499.07,0.00
Геолог,1,23,тест,16.12.2024, 12:27:51,500.00,0.00,185.43,0.00,500.00,500.00,292.01,325.00,249.21,499.07,0.00
Геолог,1,23,тест,16.12.2024, 12:27:51,500.00,71.65,500.00,28.76,403.86,500.00,107.75,500.00,0.00,500.00,251.36
Геолог,1,23,тест,16.12.2024, 12:27:51,500.00,1.88,500.00,0.00,500.00,500.00,209.02,107.84,0.00,500.00,108.23
Геолог,1,23,тест,16.12.2024, 12:27:52,358.21,0.00,500.00,2.26,101.47,500.00,469.99,292.66,119.19,301.72,495.33
Геолог,1,23,тест,16.12.2024, 12:27:52,358.21,0.00,500.00,2.26,101.47,500.00,469.99,292.66,119.19,301.72,495.33
Геолог,1,23,тест,16.12.2024, 12:27:52,500.00,257.95,500.00,0.00,0.00,101.84,327.86,0.00,500.00,467.15,500.00
Геолог,1,23,тест,16.12.2024, 12:27:52,500.00,418.82,78.02,163.74,0.00,49.22,85.64,232.73,247.06,388.77,500.00
Геолог,1,23,тест,16.12.2024, 12:27:52,466.62,57.46,258.56,418.38,0.00,0.00,427.73,500.00,0.00,360.54,289.43
кент,12,34,тест,16.12.2024, 12:39:18,240.44,192.55,257.39,500.00,500.00,266.49,500.00,500.00,125.17,0.00,462.65
кент,12,34,тест,16.12.2024, 12:39:18,500.00,0.00,500.00,500.00,500.00,500.00,500.00,500.00,0.00,449.09,296.12
кент,12,34,тест,16.12.2024, 12:39:18,363.41,0.00,500.00,500.00,500.00,500.00,500.00,500.00,0.00,449.09,296.12
кент,12,34,тест,16.12.2024, 12:39:18,363.41,0.00,500.00,500.00,500.00,500.00,500.00,500.00,0.00,449.09,296.12
кент,12,34,тест,16.12.2024, 12:39:18,363.41,0.00,500.00,500.00,352.88,243.73,500.00,500.00,56.44,500.00,385.01
кент,12,34,тест,16.12.2024, 12:39:18,500.00,166.81,500.00,500.00,352.88,243.73,500.00,500.00,56.44,500.00,385.01
кент,12,34,тест,16.12.2024, 12:39:18,500.00,166.81,500.00,500.00,352.88,243.73,500.00,500.00,56.44,500.00,385.01
кент,12,34,тест,16.12.2024, 12:39:18,500.00,166.81,101.42,164.06,357.76,0.00,500.00,219.45,173.18,500.00,500.00
кент,12,34,тест,16.12.2024, 12:39:18,500.00,166.81,101.42,164.06,357.76,0.00,500.00,219.45,173.18,500.00,500.00
кент,12,34,тест,16.12.2024, 12:39:18,10.92,0.00,101.42,164.06,357.76,0.00,500.00,219.45,173.18,500.00,500.00
кент,12,34,тест,16.12.2024, 12:39:18,10.92,0.00,0.00,0.00,185.31,322.62,500.00,371.97,405.23,500.00,500.00
кент,12,34,тест,16.12.2024, 12:39:19,0.00,0.00,0.00,334.97,0.00,500.00,76.42,423.31,500.00,0.00,500.00
кент,12,34,тест,16.12.2024, 12:39:19,0.00,0.00,0.00,334.97,0.00,500.00,76.42,423.31,500.00,0.00,500.00
кент,12,34,тест,16.12.2024, 12:39:19,0.00,0.00,0.00,334.97,0.00,500.00,76.42,423.31,500.00,0.00,500.00
кент,12,34,тест,16.12.2024, 12:39:19,0.00,0.00,477.63,500.00,103.53,465.94,500.00,500.00,500.00,374.91,330.53
кент,12,34,тест,16.12.2024, 12:39:19,0.00,0.00,477.63,500.00,103.53,465.94,500.00,500.00,500.00,374.91,330.53
кент,12,34,тест,16.12.2024, 12:39:19,204.49,167.14,477.63,500.00,103.53,465.94,500.00,500.00,500.00,374.91,330.53
кент,12,34,тест,16.12.2024, 12:39:19,204.49,167.14,178.16,98.37,0.00,0.00,500.00,500.00,500.00,191.58,8.87
кент,12,34,тест,16.12.2024, 12:39:19,204.49,167.14,178.16,98.37,0.00,0.00,500.00,500.00,500.00,191.58,8.87
кент,12,34,тест,16.12.2024, 12:39:19,500.00,500.00,178.16,98.37,0.00,0.00,500.00,500.00,500.00,191.58,8.87
кент,12,34,тест,16.12.2024, 12:39:19,500.00,500.00,178.16,98.37,0.00,0.00,500.00,500.00,500.00,191.58,8.87
кент,12,34,тест,16.12.2024, 12:39:19,500.00,500.00,500.00,302.55,0.00,404.22,134.92,500.00,42.54,500.00,0.00
кент,12,34,тест,16.12.2024, 12:39:20,0.00,500.00,500.00,500.00,201.69,500.00,147.21,0.00,0.00,393.59,500.00
кент,12,34,тест,16.12.2024, 12:39:20,370.77,500.00,500.00,500.00,201.69,500.00,147.21,0.00,0.00,393.59,500.00
кент,12,34,тест,16.12.2024, 12:39:20,370.77,500.00,161.44,500.00,0.00,500.00,429.37,140.03,0.00,431.95,500.00
кент,12,34,тест,16.12.2024, 12:39:20,370.77,500.00,161.44,500.00,0.00,500.00,429.37,140.03,0.00,431.95,500.00
кент,12,34,тест,16.12.2024, 12:39:20,267.08,500.00,161.44,500.00,0.00,500.00,429.37,140.03,0.00,431.95,500.00
кент,12,34,тест,16.12.2024, 12:39:20,267.08,500.00,500.00,500.00,208.43,500.00,330.61,345.86,50.30,433.09,500.00
кент,12,34,тест,16.12.2024, 12:39:20,267.08,500.00,500.00,500.00,208.43,500.00,330.61,345.86,50.30,433.09,500.00
кент,12,34,тест,16.12.2024, 12:39:20,230.61,174.96,500.00,500.00,208.43,500.00,330.61,345.86,50.30,433.09,500.00
кент,12,34,тест,16.12.2024, 12:39:20,230.61,174.96,500.00,500.00,500.00,500.00,500.00,247.07,0.00,500.00,20.28
