Time,P_pipe,Q_pipe,VolumePipe,Dens_recirc,Q_LR_
NaN:NaN:NaN,-1.4,0,0,0.99,0
NaN:NaN:NaN,-1.4,0,0,0.99,0
NaN:NaN:NaN,-1.4,0,0,0.99,0
NaN:NaN:NaN,-1.4,0,0,0.99,0
NaN:NaN:NaN,-1.4,0,0,0.99,0
NaN:NaN:NaN,-1.4,0,0,0.99,0
NaN:NaN:NaN,-1.4,0,0,1,0
NaN:NaN:NaN,-1.4,0,0,1.01,0
NaN:NaN:NaN,-1.4,0,0,1.02,0
NaN:NaN:NaN,-1.4,0,0,1.02,0
NaN:NaN:NaN,-1.4,0,0,1.03,0
NaN:NaN:NaN,-1.4,0,0,1.04,0
NaN:NaN:NaN,-1.4,0,0,1.05,0
NaN:NaN:NaN,-1.4,0,-1,1.05,0
NaN:NaN:NaN,-1.4,0,-1,1.06,0
NaN:NaN:NaN,-1.5,0,-1,1.07,0
NaN:NaN:NaN,-1.5,0,-1,1.08,0
NaN:NaN:NaN,-1.5,0,-1,1.09,0
NaN:NaN:NaN,-1.5,0,-1,1.1,0
NaN:NaN:NaN,-1.5,0,-1,1.1,0
NaN:NaN:NaN,-1.5,0,-1,1.11,0
NaN:NaN:NaN,-1.5,0,-1,1.13,0
NaN:NaN:NaN,-1.5,0,-1,1.14,0
NaN:NaN:NaN,-1.5,0,-1,1.15,0
NaN:NaN:NaN,-1.5,0,-1,1.16,0
NaN:NaN:NaN,-1.5,0,-1,1.17,0
NaN:NaN:NaN,-1.5,0,-1,1.18,0
NaN:NaN:NaN,-1.5,0,-1,1.19,0
NaN:NaN:NaN,-1.5,0,-1,1.2,0
NaN:NaN:NaN,-1.5,0,-1,1.21,0
NaN:NaN:NaN,-1.5,0,-1,1.22,0
NaN:NaN:NaN,-1.6,0,-1,1.23,0
NaN:NaN:NaN,-1.6,0,-1,1.24,0
NaN:NaN:NaN,-1.6,0,-1,1.25,0
NaN:NaN:NaN,-1.6,0,-1,1.26,0
NaN:NaN:NaN,-1.6,0,-1,1.28,0
NaN:NaN:NaN,-1.6,0,-1,1.29,0
NaN:NaN:NaN,-1.6,0,-1,1.29,0
NaN:NaN:NaN,-1.5,0,-1,1.3,0
NaN:NaN:NaN,-1.5,0,-1,1.32,0
NaN:NaN:NaN,-1.5,0,-1,1.33,0
NaN:NaN:NaN,-1.5,0,-1,1.34,0
NaN:NaN:NaN,-1.5,0,-1,1.34,0
NaN:NaN:NaN,-1.6,0,-1,1.34,0
NaN:NaN:NaN,-1.5,0,-1,1.34,0
NaN:NaN:NaN,-1.5,0,-1,1.34,0
NaN:NaN:NaN,-1.5,0,-1,1.34,0
NaN:NaN:NaN,-1.5,0,-1,1.34,0
NaN:NaN:NaN,-1.5,0,-1,1.34,0
NaN:NaN:NaN,-1.5,0,-1,1.34,0
NaN:NaN:NaN,-1.5,0,-1,1.34,0
NaN:NaN:NaN,-1.5,0,-1,1.34,0
NaN:NaN:NaN,-1.5,0,-1,1.33,0
NaN:NaN:NaN,-1.5,0,-1,1.33,0
NaN:NaN:NaN,-1.5,0,-1,1.33,0
NaN:NaN:NaN,-1.5,0,-1,1.33,0
NaN:NaN:NaN,-1.5,0,-1,1.33,0
NaN:NaN:NaN,-1.5,0,-1,1.33,0
NaN:NaN:NaN,-1.5,0,-1,1.33,0
NaN:NaN:NaN,-1.5,0,-1,1.33,0
NaN:NaN:NaN,-1.5,0,-1,1.33,0
NaN:NaN:NaN,-1.5,0,-1,1.33,0
NaN:NaN:NaN,-1.6,0,-1,1.33,0
NaN:NaN:NaN,-1.5,0,-1,1.33,0
NaN:NaN:NaN,-1.5,0,-1,1.33,0
NaN:NaN:NaN,-1.5,0,-1,1.33,0
NaN:NaN:NaN,-1.5,0,-1,1.33,0
NaN:NaN:NaN,-1.5,0,-1,1.33,0
NaN:NaN:NaN,-1.6,0,-1,1.33,0
NaN:NaN:NaN,-1.6,0,-1,1.33,0
NaN:NaN:NaN,-1.5,0,-1,1.33,0
NaN:NaN:NaN,-1.5,0,-1,1.34,0
NaN:NaN:NaN,-1.5,0,-1,1.34,0
NaN:NaN:NaN,-1.5,0,-1,1.34,0
NaN:NaN:NaN,-1.5,0,-1,1.34,0
NaN:NaN:NaN,-1.5,0,-1,1.34,0
NaN:NaN:NaN,-1.5,0,-1,1.34,0
NaN:NaN:NaN,-1.5,0,-1,1.34,0
NaN:NaN:NaN,-1.5,0,-1,1.35,0
NaN:NaN:NaN,-1.5,0,-1,1.35,0
NaN:NaN:NaN,-1.5,0,-1,1.35,0
NaN:NaN:NaN,-1.5,0,-1,1.34,0
NaN:NaN:NaN,-1.5,0,-1,1.34,0
NaN:NaN:NaN,-1.5,0,-1,1.34,0
NaN:NaN:NaN,-1.5,0,-1,1.35,0
NaN:NaN:NaN,-1.5,0,-1,1.35,0
NaN:NaN:NaN,-1.5,0,-1,1.35,0
NaN:NaN:NaN,-1.5,0,-1,1.35,0
NaN:NaN:NaN,-1.5,0,-1,1.35,0
NaN:NaN:NaN,-1.5,0,-1,1.35,0
NaN:NaN:NaN,-1.5,0,-1,1.36,0
NaN:NaN:NaN,-1.5,0,-1,1.36,0
NaN:NaN:NaN,-1.5,0,-1,1.36,0
NaN:NaN:NaN,-1.5,0,-1,1.36,0
NaN:NaN:NaN,-1.5,0,-1,1.36,0
NaN:NaN:NaN,-1.5,0,-1,1.37,0
NaN:NaN:NaN,-1.5,0,-1,1.37,0
NaN:NaN:NaN,-1.5,0,-1,1.37,0
NaN:NaN:NaN,-1.5,0,-1,1.37,0
NaN:NaN:NaN,-1.5,0,-1,1.37,0
NaN:NaN:NaN,-1.5,0,-1,1.37,0
NaN:NaN:NaN,-1.5,0,-1,1.37,0
NaN:NaN:NaN,-1.5,0,-1,1.37,0
NaN:NaN:NaN,-1.5,0,-1,1.37,0
NaN:NaN:NaN,-1.5,0,-1,1.37,0
NaN:NaN:NaN,-1.5,0,-1,1.37,0
NaN:NaN:NaN,-1.5,0,-1,1.36,0
NaN:NaN:NaN,-1.5,0,-1,1.36,0
NaN:NaN:NaN,-1.5,0,-1,1.36,0
NaN:NaN:NaN,-1.5,0,-1,1.36,0
NaN:NaN:NaN,-1.5,0,-1,1.36,0
NaN:NaN:NaN,-1.5,0,-1,1.35,0
NaN:NaN:NaN,-1.5,0,-1,1.35,0
NaN:NaN:NaN,-1.5,0,-1,1.35,0
NaN:NaN:NaN,-1.5,0,-1,1.36,0
NaN:NaN:NaN,-1.5,0,-1,1.36,0
NaN:NaN:NaN,-1.5,0,-1,1.36,0
NaN:NaN:NaN,-1.5,0,-1,1.36,0
NaN:NaN:NaN,-1.5,0,-1,1.36,0
NaN:NaN:NaN,-1.5,0,-1,1.36,0
NaN:NaN:NaN,-1.5,0,-1,1.36,0
NaN:NaN:NaN,-1.5,0,-1,1.36,0
NaN:NaN:NaN,-1.5,0,-1,1.36,0
NaN:NaN:NaN,-1.5,0,-1,1.35,0
NaN:NaN:NaN,-1.5,0,-1,1.35,0
NaN:NaN:NaN,-1.5,0,-1,1.35,0
NaN:NaN:NaN,-1.5,0,-1,1.35,0
NaN:NaN:NaN,-1.5,0,-1,1.34,0
NaN:NaN:NaN,-1.5,0,-1,1.34,0
NaN:NaN:NaN,-1.5,0,-1,1.34,0
NaN:NaN:NaN,-1.5,0,-1,1.34,0
NaN:NaN:NaN,-1.5,0,-1,1.34,0
NaN:NaN:NaN,-1.5,0,-1,1.33,0
NaN:NaN:NaN,-1.5,0,-1,1.33,0
NaN:NaN:NaN,-1.5,0,-1,1.33,0
NaN:NaN:NaN,-1.5,0,-1,1.33,0
NaN:NaN:NaN,-1.5,0,-1,1.32,0
NaN:NaN:NaN,-1.5,0,-1,1.32,0
NaN:NaN:NaN,-1.5,0,-1,1.32,0
NaN:NaN:NaN,-1.5,0,-1,1.31,0
NaN:NaN:NaN,-1.5,0,-1,1.31,0
NaN:NaN:NaN,-1.5,0,-1,1.31,0
NaN:NaN:NaN,-1.5,0,-1,1.31,0
NaN:NaN:NaN,-1.5,0,-1,1.31,0
NaN:NaN:NaN,-1.5,0,-1,1.31,0
NaN:NaN:NaN,-1.5,0,-1,1.31,0
NaN:NaN:NaN,-1.5,0,-1,1.31,0
NaN:NaN:NaN,-1.5,0,-1,1.31,0
NaN:NaN:NaN,-1.5,0,-1,1.31,0
NaN:NaN:NaN,-1.5,0,-1,1.31,0
NaN:NaN:NaN,-1.5,0,-1,1.31,0
NaN:NaN:NaN,-1.5,0,-1,1.3,0
NaN:NaN:NaN,-1.5,0,-1,1.3,0
NaN:NaN:NaN,-1.5,0,-1,1.3,0
NaN:NaN:NaN,-1.5,0,-1,1.3,0
NaN:NaN:NaN,-1.5,0,-1,1.3,0
NaN:NaN:NaN,-1.5,0,-1,1.3,0
NaN:NaN:NaN,-1.5,0,-1,1.3,0
NaN:NaN:NaN,-1.5,0,-1,1.3,0
NaN:NaN:NaN,-1.5,0,-1,1.3,0
NaN:NaN:NaN,-1.5,0,-1,1.3,0
NaN:NaN:NaN,-1.5,0,-1,1.3,0
NaN:NaN:NaN,-1.5,0,-1,1.3,0
NaN:NaN:NaN,-1.5,0,-1,1.3,0
NaN:NaN:NaN,-1.5,0,-1,1.3,0
NaN:NaN:NaN,-1.5,0,-1,1.3,0
NaN:NaN:NaN,-1.5,0,-1,1.3,0
NaN:NaN:NaN,-1.5,0,-1,1.3,0
NaN:NaN:NaN,-1.5,0,-1,1.3,0
NaN:NaN:NaN,-1.5,0,-1,1.3,0
NaN:NaN:NaN,-1.5,0,-1,1.3,0
NaN:NaN:NaN,-1.6,0,-1,1.3,0
NaN:NaN:NaN,-1.6,0,-1,1.3,0
NaN:NaN:NaN,-1.6,0,-1,1.3,0
NaN:NaN:NaN,-1.6,0,-1,1.3,0
NaN:NaN:NaN,-1.6,0,-1,1.3,0
NaN:NaN:NaN,-1.6,0,-1,1.3,0
NaN:NaN:NaN,-1.6,0,-1,1.3,0
NaN:NaN:NaN,-1.6,0,-1,1.3,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.5,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.5,0,-1,1.31,0
NaN:NaN:NaN,-1.5,0,-1,1.31,0
NaN:NaN:NaN,-1.4,0,-1,1.31,0
NaN:NaN:NaN,-1.5,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.32,0
NaN:NaN:NaN,-1.6,0,-1,1.32,0
NaN:NaN:NaN,-1.6,0,-1,1.32,0
NaN:NaN:NaN,-1.6,0,-1,1.32,0
NaN:NaN:NaN,-1.6,0,-1,1.32,0
NaN:NaN:NaN,-1.6,0,-1,1.32,0
NaN:NaN:NaN,-1.7,0,-1,1.32,0
NaN:NaN:NaN,-1.7,0,-1,1.32,0
NaN:NaN:NaN,-1.7,0,-1,1.31,0
NaN:NaN:NaN,-1.7,0,-1,1.31,0
NaN:NaN:NaN,-1.7,0,-1,1.31,0
NaN:NaN:NaN,-1.7,0,-1,1.31,0
NaN:NaN:NaN,-1.7,0,-1,1.31,0
NaN:NaN:NaN,-1.7,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.5,0,-1,1.31,0
NaN:NaN:NaN,-1.5,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.5,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-1,1.31,0
NaN:NaN:NaN,-1.5,0,-1,1.31,0
NaN:NaN:NaN,-1.6,0,-2,1.31,0
NaN:NaN:NaN,-1.5,0,-2,1.31,0
NaN:NaN:NaN,-1.6,0,-2,1.31,0
NaN:NaN:NaN,-1.6,0,-2,1.31,0
NaN:NaN:NaN,-1.6,0,-2,1.31,0
NaN:NaN:NaN,-1.6,0,-2,1.31,0
NaN:NaN:NaN,-1.5,0,-2,1.31,0
NaN:NaN:NaN,-1.6,0,-2,1.31,0
NaN:NaN:NaN,-1.6,0,-2,1.31,0
NaN:NaN:NaN,-1.6,0,-2,1.31,0
NaN:NaN:NaN,-1.6,0,-2,1.31,0
NaN:NaN:NaN,-1.6,0,-2,1.31,0
NaN:NaN:NaN,-1.6,0,-2,1.31,0
NaN:NaN:NaN,-1.6,0,-2,1.31,0
NaN:NaN:NaN,-1.6,0,-2,1.31,0
NaN:NaN:NaN,-1.6,0,-2,1.31,0
NaN:NaN:NaN,-1.6,0,-2,1.31,0
NaN:NaN:NaN,-1.6,0,-2,1.31,0
NaN:NaN:NaN,-1.6,0,-2,1.31,0
NaN:NaN:NaN,-1.6,0,-2,1.31,0
NaN:NaN:NaN,-1.6,0,-2,1.31,0
NaN:NaN:NaN,-1.6,0,-2,1.31,0
NaN:NaN:NaN,-1,0,-2,1.31,1
NaN:NaN:NaN,0.3,0,-2,1.31,3.8
NaN:NaN:NaN,0.9,0,-2,1.31,3.7
NaN:NaN:NaN,2.1,0,-2,1.31,3.5
NaN:NaN:NaN,3,0,-2,1.31,3.7
NaN:NaN:NaN,3.6,0,-2,1.31,3.5
NaN:NaN:NaN,4.2,0,-2,1.31,3.7
NaN:NaN:NaN,4.7,0,-2,1.31,3.7
NaN:NaN:NaN,5.1,0,-2,1.31,3.5
NaN:NaN:NaN,5.4,0,-2,1.31,3.7
NaN:NaN:NaN,5.6,0,-2,1.31,3.5
NaN:NaN:NaN,5.8,0,-2,1.31,3.7
NaN:NaN:NaN,6,0,-2,1.31,3.5
NaN:NaN:NaN,6,0,-2,1.31,3.7
NaN:NaN:NaN,6,0,-2,1.31,3.7
NaN:NaN:NaN,6.1,0,-2,1.31,3.5
NaN:NaN:NaN,5.9,0,-2,1.31,3.7
NaN:NaN:NaN,6,0,-2,1.31,3.7
NaN:NaN:NaN,6.2,0,-2,1.31,3.7
NaN:NaN:NaN,6.3,0,-2,1.31,3.7
NaN:NaN:NaN,6.5,0,-2,1.31,3.8
NaN:NaN:NaN,6.4,0,-2,1.31,3.8
NaN:NaN:NaN,6.8,0,-2,1.31,4.2
NaN:NaN:NaN,7.2,0,-2,1.31,4.5
NaN:NaN:NaN,7.2,0,-2,1.31,4.7
NaN:NaN:NaN,7.7,0,-2,1.31,4.8
NaN:NaN:NaN,7.4,0,-2,1.31,4.8
NaN:NaN:NaN,7.8,0,-2,1.31,4.9
NaN:NaN:NaN,8.2,0,-2,1.31,4.9
NaN:NaN:NaN,8.2,0,-2,1.31,5.2
NaN:NaN:NaN,8.6,0,-2,1.31,5.2
NaN:NaN:NaN,8.9,0,-2,1.31,5.1
NaN:NaN:NaN,9.1,0,-2,1.31,5.2
NaN:NaN:NaN,9.4,0,-2,1.31,5.1
NaN:NaN:NaN,9.5,0,-2,1.31,5.2
NaN:NaN:NaN,9.5,0,-2,1.31,5.2
NaN:NaN:NaN,9.6,0,-2,1.31,5.1
NaN:NaN:NaN,9.6,0,-2,1.31,5.2
NaN:NaN:NaN,9.5,0,-2,1.31,5.1
NaN:NaN:NaN,9.4,0,-2,1.31,5.2
NaN:NaN:NaN,9.4,0,-2,1.31,5.2
NaN:NaN:NaN,9.4,0,-2,1.31,5.1
NaN:NaN:NaN,9.3,0,-2,1.31,5.2
NaN:NaN:NaN,9.2,0,-2,1.31,5.2
NaN:NaN:NaN,8.9,0,-2,1.31,5.1
NaN:NaN:NaN,8.8,0,-2,1.31,5.2
NaN:NaN:NaN,8.4,0,-2,1.31,5.2
NaN:NaN:NaN,8.2,0,-2,1.31,5.1
NaN:NaN:NaN,7.9,0,-2,1.31,5.2
NaN:NaN:NaN,7.7,0,-2,1.31,5.2
NaN:NaN:NaN,7.8,0,-2,1.31,5.1
NaN:NaN:NaN,7.7,0,-2,1.31,5.2
NaN:NaN:NaN,7.5,0,-2,1.31,5.2
NaN:NaN:NaN,7.2,0,-2,1.31,5.2
NaN:NaN:NaN,7.1,0,-2,1.31,5.1
NaN:NaN:NaN,6.9,0,-2,1.31,5.2
NaN:NaN:NaN,6.8,0,-2,1.31,5.2
NaN:NaN:NaN,6.9,0,-2,1.31,5.2
NaN:NaN:NaN,6.7,0,-2,1.31,5.1
NaN:NaN:NaN,6.6,0,-2,1.31,5.2
NaN:NaN:NaN,6.6,0,-2,1.31,5.2
NaN:NaN:NaN,6.4,0,-2,1.31,5.2
NaN:NaN:NaN,6.3,0,-2,1.31,5.2
NaN:NaN:NaN,6.5,0,-2,1.3,5.2
NaN:NaN:NaN,6.4,0,-2,1.3,5.1
NaN:NaN:NaN,6.5,0,-2,1.3,5.2
NaN:NaN:NaN,6.3,0,-2,1.3,5.2
NaN:NaN:NaN,6.2,0,-2,1.3,5.2
NaN:NaN:NaN,6.3,0,-2,1.3,5.2
NaN:NaN:NaN,6.7,0,-2,1.3,5.4
NaN:NaN:NaN,7.7,0,-2,1.3,5.8
NaN:NaN:NaN,7.8,0,-2,1.3,5.8
NaN:NaN:NaN,8.1,0,-2,1.3,5.8
NaN:NaN:NaN,8.5,0,-2,1.3,6.1
NaN:NaN:NaN,8.8,0,-2,1.3,6.2
NaN:NaN:NaN,8.9,0,-2,1.3,6.2
NaN:NaN:NaN,8.9,0,-2,1.3,6.2
NaN:NaN:NaN,8.9,0,-2,1.3,6.1
NaN:NaN:NaN,8.9,0,-2,1.3,6.2
NaN:NaN:NaN,8.9,0,-2,1.3,6.2
NaN:NaN:NaN,8.8,0,-2,1.3,6.2
NaN:NaN:NaN,8.8,0,-2,1.29,6.2
NaN:NaN:NaN,8.7,0,-2,1.29,6.1
NaN:NaN:NaN,8.4,0,-2,1.29,6.2
NaN:NaN:NaN,8.3,0,-2,1.29,6.2
NaN:NaN:NaN,8.2,0,-2,1.29,6.2
NaN:NaN:NaN,8.1,0,-2,1.29,6.1
NaN:NaN:NaN,8.1,0,-2,1.29,6.2
NaN:NaN:NaN,8.1,0,-2,1.29,6.2
NaN:NaN:NaN,8.2,0,-2,1.29,6.2
NaN:NaN:NaN,8.2,0,-2,1.29,6.1
NaN:NaN:NaN,8.3,0,-2,1.29,6.2
NaN:NaN:NaN,8.4,0,-2,1.29,6.2
NaN:NaN:NaN,8.4,0,-2,1.29,6.2
NaN:NaN:NaN,8.4,0,-2,1.29,6.2
NaN:NaN:NaN,8.4,0,-2,1.29,6.1
NaN:NaN:NaN,8.2,0,-2,1.29,6.2
NaN:NaN:NaN,8,0,-2,1.3,6.2
NaN:NaN:NaN,8,0,-2,1.3,6.2
NaN:NaN:NaN,8,0,-2,1.3,6.2
NaN:NaN:NaN,8,0,-2,1.3,6.1
NaN:NaN:NaN,8.2,0,-2,1.31,6.2
NaN:NaN:NaN,8.3,0,-2,1.31,6.2
NaN:NaN:NaN,8.4,0,-2,1.31,6.2
NaN:NaN:NaN,8.5,0,-2,1.32,6.2
NaN:NaN:NaN,8.5,0,-2,1.32,6.1
NaN:NaN:NaN,8.6,0,-2,1.32,6.2
NaN:NaN:NaN,8.6,0,-2,1.32,6.2
NaN:NaN:NaN,8.5,0,-2,1.32,6.2
NaN:NaN:NaN,8.5,0,-2,1.32,6.2
NaN:NaN:NaN,8.3,0,-2,1.31,6.1
NaN:NaN:NaN,8.2,0,-2,1.31,6.2
NaN:NaN:NaN,8,0,-2,1.31,6.2
NaN:NaN:NaN,7.9,0,-2,1.31,6.2
NaN:NaN:NaN,7.8,0,-2,1.31,6.2
NaN:NaN:NaN,7.9,0,-2,1.31,6.2
NaN:NaN:NaN,7.9,0,-2,1.31,6.1
NaN:NaN:NaN,8.1,0,-2,1.3,6.2
NaN:NaN:NaN,8.1,0,-2,1.3,6.2
NaN:NaN:NaN,8.2,0,-2,1.31,6.2
NaN:NaN:NaN,8,0,-2,1.31,6.2
NaN:NaN:NaN,8.6,0,-2,1.31,6.8
NaN:NaN:NaN,8.6,0,-2,1.31,7.7
NaN:NaN:NaN,8.1,0,-2,1.31,7
NaN:NaN:NaN,8.4,0,-2,1.31,6.1
NaN:NaN:NaN,8.2,0,-2,1.31,6.3
NaN:NaN:NaN,8.5,0,-2,1.31,6.3
NaN:NaN:NaN,9.3,0,-2,1.31,7.6
NaN:NaN:NaN,10.2,0,-2,1.31,8.1
NaN:NaN:NaN,9.9,0,-2,1.31,8.2
NaN:NaN:NaN,10.2,0,-2,1.31,8.1
NaN:NaN:NaN,10.3,0,-2,1.32,8.2
NaN:NaN:NaN,10.7,0,-2,1.31,8.1
NaN:NaN:NaN,10.2,0,-2,1.31,8.2
NaN:NaN:NaN,10.1,0,-2,1.31,8.2
NaN:NaN:NaN,10.2,0,-2,1.31,8.2
NaN:NaN:NaN,10.4,0,-2,1.31,8.4
NaN:NaN:NaN,10.9,0,-2,1.31,8.5
NaN:NaN:NaN,10.9,0,-2,1.31,8.7
NaN:NaN:NaN,11.4,0,-2,1.32,8.9
NaN:NaN:NaN,11.6,0,-2,1.32,8.8
NaN:NaN:NaN,12.2,0,-2,1.31,9.1
NaN:NaN:NaN,11.7,0,-2,1.31,9.3
NaN:NaN:NaN,11.7,0,-2,1.31,9.3
NaN:NaN:NaN,12,0,-2,1.31,9.5
NaN:NaN:NaN,12.4,0,-2,1.31,9.7
NaN:NaN:NaN,12.6,0,-2,1.31,9.9
NaN:NaN:NaN,12.8,0,-2,1.31,9.9
NaN:NaN:NaN,13.7,0,-2,1.31,10.3
NaN:NaN:NaN,14.2,0,-2,1.31,10.6
NaN:NaN:NaN,14.8,0,-2,1.31,11
NaN:NaN:NaN,15.3,0,-2,1.31,11.3
NaN:NaN:NaN,15.3,0,-2,1.31,11.6
NaN:NaN:NaN,16.1,0,-2,1.31,11.5
NaN:NaN:NaN,15.7,0,-2,1.31,11.7
NaN:NaN:NaN,15.5,0,-2,1.31,11.7
NaN:NaN:NaN,15.7,0,-2,1.31,11.6
NaN:NaN:NaN,15.4,0,-2,1.31,11.8
NaN:NaN:NaN,16.8,0,-2,1.31,11.8
NaN:NaN:NaN,16.7,0,-2,1.31,11.9
NaN:NaN:NaN,16.3,0,-2,1.31,12.1
NaN:NaN:NaN,16.9,0,-2,1.31,12.2
NaN:NaN:NaN,17.1,0,-2,1.31,12.2
NaN:NaN:NaN,16.9,0,-2,1.31,12.2
NaN:NaN:NaN,16.7,0,-2,1.31,12.3
NaN:NaN:NaN,16.8,0,-2,1.31,12.3
NaN:NaN:NaN,16.8,0,-2,1.31,12.2
NaN:NaN:NaN,16.7,0,-2,1.31,12.3
