Client,Bush,Well,Work,Date,Time,ТемпРецирк,ПлотРецирк,ОбъемВыход,РасходВоды,Плотность
,,,,,15:26:58,50.00,0.00,100.00,16.07,3.00
,,,,,15:27:01,50.00,0.00,100.00,16.07,3.00
,,,,,15:27:06,50.00,450.00,100.00,0.00,2.09
,,,,,15:27:13,13.52,0.00,100.00,9.38,3.00
,,,,,15:27:15,13.52,0.00,100.00,9.38,3.00
,,,,,15:27:22,22.25,91.70,73.83,44.61,3.00
,,,,,15:27:27,50.00,263.46,100.00,50.00,0.00
,,,,,15:27:35,39.30,342.23,100.00,3.64,2.64
,,,,,15:27:37,0.00,0.00,100.00,50.00,1.23
,,,,,15:27:39,0.00,0.00,100.00,50.00,1.23
,,,,,15:27:41,46.33,450.00,37.53,0.00,2.33
,,,,,15:27:42,46.33,450.00,37.53,0.00,2.33
,,,,,15:27:46,0.00,450.00,0.00,50.00,2.29
,,,,,15:27:47,43.76,311.78,61.44,7.92,1.70
,,,,,15:27:52,16.54,450.00,62.17,14.52,3.00
,,,,,15:28:41,10.57,218.93,73.25,0.00,0.00
,,,,,15:29:14,28.12,0.00,92.91,0.00,3.00
,,,,,15:29:29,27.90,450.00,100.00,0.00,2.57
,,,,,15:29:32,27.90,450.00,100.00,0.00,2.57
,,,,,15:29:39,46.71,333.65,100.00,10.52,3.00
,,,,,15:29:42,50.00,450.00,17.59,38.85,0.00
,,,,,15:29:56,38.43,171.46,100.00,41.98,1.28
,,,,,15:29:57,38.43,171.46,100.00,41.98,1.28
,,,,,15:30:02,0.00,0.00,100.00,50.00,0.00
,,,,,15:30:07,17.32,0.00,73.51,50.00,3.00
,,,,,15:30:21,48.38,0.00,100.00,15.89,1.16
,,,,,15:30:28,23.66,268.16,100.00,18.42,2.94
,,,,,15:30:30,23.66,268.16,100.00,18.42,2.94
,,,,,15:30:40,29.94,450.00,0.00,40.41,0.09
,,,,,15:30:41,29.94,450.00,0.00,40.41,0.09
,,,,,15:30:53,0.00,0.00,100.00,0.00,0.00
,,,,,15:30:55,0.00,0.00,100.00,0.00,0.00
,,,,,15:31:23,7.40,0.00,100.00,0.00,0.43
,,,,,15:31:28,7.40,0.00,100.00,0.00,0.43
,,,,,15:31:32,50.00,276.39,5.23,50.00,2.06
,,,,,15:31:39,0.00,450.00,78.07,46.29,0.38
,,,,,15:31:41,3.22,120.21,100.00,35.19,2.09
,,,,,15:31:46,0.00,0.00,100.00,47.81,1.03
,,,,,15:31:51,4.08,183.10,62.90,0.00,3.00
,,,,,15:31:53,4.08,183.10,62.90,0.00,3.00
,,,,,15:31:56,50.00,349.30,100.00,25.75,0.00
,,,,,15:32:18,20.99,450.00,0.00,0.00,3.00
,,,,,15:32:27,2.67,0.00,4.04,11.07,2.58
,,,,,15:32:39,50.00,255.64,0.00,44.82,3.00
,,,,,15:32:41,50.00,255.64,0.00,44.82,3.00
,,,,,15:32:42,50.00,255.64,0.00,44.82,3.00
,,,,,15:32:48,8.34,334.24,100.00,28.76,2.08
,,,,,15:32:57,8.34,334.24,100.00,28.76,2.08
,,,,,15:33:03,15.01,0.00,100.00,6.82,3.00
,,,,,15:33:05,15.01,0.00,100.00,6.82,3.00
,,,,,15:33:16,16.13,0.00,91.86,50.00,0.00
,,,,,15:33:20,16.13,0.00,91.86,50.00,0.00
,,,,,15:33:30,48.51,293.03,100.00,20.34,3.00
,,,,,15:33:33,48.51,293.03,100.00,20.34,3.00
,,,,,15:33:40,46.55,0.00,0.00,50.00,0.00
,,,,,15:33:46,46.55,0.00,0.00,50.00,0.00
,,,,,15:33:57,22.05,335.04,100.00,0.00,3.00
,,,,,15:34:06,50.00,450.00,100.00,0.00,3.00
,,,,,15:34:17,50.00,23.11,77.78,13.62,0.00
,,,,,15:34:23,50.00,23.11,77.78,13.62,0.00
,,,,,15:34:30,48.65,244.96,100.00,39.73,2.55
,,,,,15:34:39,48.65,244.96,100.00,39.73,2.55
,,,,,15:34:44,0.00,450.00,72.03,25.19,0.86
,,,,,15:34:52,0.00,450.00,72.03,25.19,0.86
,,,,,15:34:54,0.00,450.00,72.03,25.19,0.86
,,,,,15:34:57,0.00,450.00,72.03,25.19,0.86
,,,,,15:35:00,50.00,398.27,100.00,8.31,3.00
,,,,,15:35:02,50.00,398.27,100.00,8.31,3.00
,,,,,15:35:09,50.00,398.27,100.00,8.31,3.00
,,,,,15:35:19,14.76,0.00,85.27,50.00,0.00
,,,,,15:35:24,41.49,0.00,0.00,50.00,0.00
,,,,,15:35:34,22.53,68.54,30.83,50.00,1.17
,,,,,15:35:43,50.00,179.64,0.00,50.00,1.17
,,,,,15:35:47,13.10,434.27,90.30,29.85,0.07
,,,,,15:35:51,13.10,434.27,90.30,29.85,0.07
,,,,,15:36:07,50.00,433.19,100.00,3.45,0.21
,,,,,15:36:17,50.00,284.14,7.26,3.45,0.21
,,,,,15:36:25,0.00,450.00,100.00,50.00,3.00
,,,,,15:36:29,0.00,450.00,100.00,50.00,3.00
,,,,,15:36:31,0.00,450.00,100.00,50.00,3.00
,,,,,15:36:35,0.00,450.00,100.00,50.00,3.00
,,,,,15:36:46,50.00,0.00,83.86,7.79,3.00
,,,,,15:36:48,50.00,0.00,83.86,7.79,3.00
,,,,,15:36:51,50.00,0.00,83.86,7.79,3.00
,,,,,15:36:56,0.00,0.00,100.00,47.39,1.30
,,,,,15:37:05,0.00,0.00,100.00,47.39,1.30
,,,,,15:37:12,50.00,450.00,100.00,0.00,1.38
,,,,,15:37:17,50.00,450.00,100.00,0.00,1.38
,,,,,15:37:24,50.00,450.00,100.00,0.00,1.38
,,,,,15:37:28,43.30,202.74,100.00,21.84,0.00
,,,,,15:37:34,43.30,202.74,100.00,21.84,0.00
,,,,,15:37:41,18.20,0.00,70.98,0.00,0.31
,,,,,15:37:52,18.20,0.00,70.98,0.00,0.31
,,,,,15:37:57,50.00,450.00,0.00,40.03,2.52
,,,,,15:38:03,50.00,450.00,0.00,40.03,2.52
,,,,,15:38:18,50.00,430.04,20.02,18.33,3.00
,,,,,15:38:21,50.00,430.04,20.02,18.33,3.00
,,,,,15:38:28,49.84,5.35,0.00,7.50,2.43
,,,,,15:38:31,49.84,5.35,0.00,7.50,2.43
,,,,,15:38:37,49.84,5.35,0.00,7.50,2.43
,,,,,15:39:02,0.00,450.00,100.00,0.00,0.00
,,,,,15:39:04,0.00,450.00,100.00,0.00,0.00
,,,,,15:39:17,0.00,0.00,14.81,12.15,0.00
,,,,,15:39:22,0.00,0.00,14.81,12.15,0.00
,,,,,15:39:32,16.73,450.00,100.00,50.00,0.48
,,,,,15:39:36,16.73,450.00,100.00,50.00,0.48
,,,,,15:39:39,16.73,450.00,100.00,50.00,0.48
,,,,,15:39:48,26.67,139.48,32.75,50.00,0.00
,,,,,15:39:51,26.67,139.48,32.75,50.00,0.00
,,,,,15:40:01,42.43,450.00,0.00,50.00,0.60
,,,,,15:40:07,0.00,450.00,0.00,47.89,3.00
,,,,,15:40:12,0.00,450.00,0.00,47.89,3.00
,,,,,15:40:18,20.76,243.81,332.11,42.53,2.38
,,,,,15:40:26,25.20,299.40,21.96,1.07,3.00
,,,,,15:40:39,0.00,450.00,27.20,0.00,2.46
,,,,,15:40:48,0.00,450.00,100.00,26.28,0.00
,,,,,15:40:51,0.00,450.00,100.00,26.28,0.00
,,,,,15:40:54,0.00,450.00,100.00,50.00,0.56
,,,,,15:40:59,11.13,246.44,100.00,2.11,1.53
,,,,,15:41:01,0.00,26.17,53.97,50.00,2.38
,,,,,15:41:04,11.59,450.00,34.59,18.54,0.00
,,,,,15:41:08,50.00,450.00,90.98,0.00,1.06
,,,,,15:41:43,0.00,450.00,100.00,0.00,3.00
,,,,,15:42:43,34.13,173.60,0.00,50.00,3.00
,,,,,15:43:43,28.43,9.69,0.00,3.16,1.15
,,,,,15:44:06,49.64,0.00,52.50,33.98,0.22
,,,,,15:44:27,22.65,0.00,53.92,35.57,1.97
,,,,,15:44:35,50.00,447.91,0.00,35.57,2.15
,,,,,15:44:51,0.00,440.01,100.00,50.00,1.87
,,,,,15:44:53,0.00,440.01,100.00,50.00,1.87
,,,,,15:44:59,50.00,0.00,100.00,50.00,0.35
,,,,,15:45:06,50.00,313.74,36.31,5.45,1.44
,,,,,15:45:19,0.00,6.62,0.00,26.16,2.22
,,,,,15:45:21,0.00,6.62,0.00,26.16,2.22
,,,,,15:45:27,29.50,450.00,100.00,50.00,0.00
,,,,,15:45:31,0.00,265.00,41.07,23.49,2.15
,,,,,15:45:37,24.04,0.00,70.89,0.00,0.00
,,,,,15:45:39,50.00,0.00,100.00,40.74,0.00
,,,,,15:45:42,50.00,271.24,0.00,50.00,3.00
,,,,,15:45:46,26.68,450.00,0.00,50.00,0.00
,,,,,15:45:52,0.00,334.53,100.00,0.00,2.26
,,,,,15:46:44,50.00,0.00,65.79,1.74,0.62
,,,,,15:47:43,50.00,450.00,58.66,45.79,0.00
,,,,,15:48:44,8.16,0.00,100.00,47.71,2.58
,,,,,15:49:45,50.00,177.64,0.00,50.00,0.00
,,,,,15:50:44,42.98,257.46,33.89,0.00,0.00
,,,,,15:51:44,0.00,0.00,80.96,0.00,2.80
,,,,,15:52:43,0.00,0.00,100.00,50.00,1.56
,,,,,15:53:44,50.00,450.00,100.00,50.00,0.00
,,,,,15:54:44,16.28,346.05,100.00,37.93,2.89
,,,,,15:55:44,0.00,361.73,5.74,33.40,0.00
,,,,,15:56:44,50.00,360.12,100.00,34.90,0.58
,,,,,15:57:43,21.23,248.44,100.00,50.00,0.00
,,,,,15:58:44,50.00,450.00,100.00,0.00,3.00
,,,,,15:59:43,50.00,264.29,0.00,50.00,0.00
,,,,,16:00:44,0.00,0.00,100.00,50.00,0.00
,,,,,16:01:43,46.70,0.00,100.00,50.00,2.12
,,,,,16:02:43,48.65,121.00,100.00,0.00,3.00
,,,,,16:03:43,50.00,0.00,100.00,0.00,1.92
,,,,,16:04:44,4.45,132.71,100.00,22.32,1.24
,,,,,16:05:45,1.40,0.00,309.69,0.00,3.00
,,,,,16:06:20,41.34,0.00,0.00,36.34,2.60
,,,,,16:07:11,0.00,250.01,100.00,50.00,0.00
,,,,,16:07:22,19.26,0.00,100.00,0.00,2.83
,,,,,16:07:29,38.76,278.08,100.00,50.00,2.24
,,,,,16:07:45,0.02,257.91,0.00,50.00,2.77
,,,,,16:07:47,37.85,301.37,100.00,0.00,3.00
,,,,,16:07:54,50.00,348.24,51.59,4.36,3.00
,,,,,16:07:58,37.29,0.00,100.00,29.53,0.10
,,,,,16:08:04,0.00,343.76,0.00,26.56,3.00
,,,,,16:08:07,0.00,343.57,100.00,19.72,3.00
,,,,,16:08:11,36.40,353.34,100.00,22.62,1.92
,,,,,16:08:44,27.51,433.12,77.46,24.94,3.00
,,,,,16:09:44,50.00,234.55,36.91,0.00,3.00
,,,,,16:10:50,0.00,450.00,100.00,50.00,3.00
,,,,,16:11:16,0.00,0.00,0.00,50.00,2.89
,,,,,16:11:26,0.00,0.00,0.00,11.00,0.00
,,,,,16:11:34,50.00,450.00,0.00,0.00,3.00
,,,,,16:11:50,50.00,450.00,0.00,16.75,0.00
,,,,,16:11:52,50.00,450.00,0.00,16.75,0.00
,,,,,16:12:01,35.89,358.84,80.07,7.15,0.00
,,,,,16:12:14,8.47,0.00,0.00,0.00,0.00
,,,,,16:12:16,50.00,0.00,100.00,0.00,0.48
,,,,,16:12:21,50.00,450.00,0.00,0.00,1.99
,,,,,16:12:29,33.07,450.00,0.00,17.14,0.00
,,,,,16:12:35,50.00,51.02,0.00,50.00,0.00
,,,,,16:12:38,50.00,450.00,0.00,34.13,0.00
,,,,,16:12:40,40.52,383.11,0.00,6.05,2.82
,,,,,16:12:42,40.52,383.11,0.00,6.05,2.82
,,,,,16:12:51,50.00,450.00,49.25,24.88,1.59
,,,,,16:13:44,25.24,450.00,37.57,17.57,0.00
,,,,,16:14:29,30.52,450.00,100.00,0.00,0.00
